SubID,WordPair,Word,size,SIZE,GEND,FAM,RT
ETS_0004,30,aspirin,Small,1.945454545,3.018181818,5.818181818,391.71
ETS_0004,39,mosquito,Small,1.767857143,3.357142857,6.178571429,408.25
ETS_0004,9,tank,Large,6.118644068,4.694915254,5.118644068,524.9
ETS_0004,11,river,Large,5.666666667,2.685185185,6.092592593,392.78
ETS_0004,39,downtown,Large,6.020833333,3.083333333,5.791666667,459.72
ETS_0004,21,button,Small,2.169491525,2.644067797,6.101694915,470.43
ETS_0004,6,neck,Small,3.381818182,2.763636364,6.163636364,461.19
ETS_0004,7,ring,Small,2.125,1.910714286,5.857142857,425.71
ETS_0004,19,snail,Small,2.176470588,3.098039216,5.588235294,512.73
ETS_0004,25,peanut,Small,2.076923077,3.134615385,6.173076923,465.05
ETS_0004,15,robin,Small,2.547169811,2.528301887,5.283018868,403.6
ETS_0004,9,tape,Small,2.354166667,3.208333333,6.395833333,378.82
ETS_0004,12,phone,Small,2.980392157,2.862745098,6.37254902,388.73
ETS_0004,22,jungle,Large,6.596153846,3.519230769,4.461538462,478.22
ETS_0004,28,vitamin,Small,2.127272727,2.818181818,5.8,485.19
ETS_0004,32,gorilla,Large,5.672727273,4.345454545,5.145454545,456.44
ETS_0004,13,horse,Large,5.479166667,2.395833333,5.770833333,480.74
ETS_0004,27,stadium,Large,6.41509434,4.188679245,5.981132075,393.78
ETS_0004,11,glass,Small,3.759259259,2.611111111,5.962962963,422.76
ETS_0004,44,supermarket,Large,5.896551724,2.465517241,6.068965517,505.41
ETS_0004,42,butterfly,Small,2.055555556,1.333333333,6.277777778,387.16
ETS_0004,5,park,Large,5.614035088,2.719298246,6.456140351,382.43
ETS_0004,14,ocean,Large,6.578947368,2.719298246,5.701754386,419.89
ETS_0004,5,rose,Small,2.811320755,1.132075472,5.981132075,378.74
ETS_0004,29,sausage,Small,3.392857143,4.357142857,6.107142857,463.39
ETS_0004,22,needle,Small,1.912280702,2.649122807,5.947368421,415.58
ETS_0004,16,thumb,Small,2.534482759,3.448275862,6.396551724,472.66
ETS_0004,34,mountain,Large,6.814814815,3.648148148,5.981481481,433.56
ETS_0004,35,bacteria,Small,1.660714286,3.071428571,5.178571429,393.82
ETS_0004,37,wardrobe,Large,5.016666667,2.183333333,5.616666667,434.38
ETS_0004,44,handkerchief,Small,2.642857143,3.232142857,5.553571429,511.31
ETS_0004,19,comet,Large,6.056603774,3.169811321,3.962264151,546.27
ETS_0004,1,bed,Large,4.945454545,2.927272727,6.381818182,443.5
ETS_0004,28,mansion,Large,6.345454545,3.109090909,5.236363636,380.31
ETS_0004,36,elephant,Large,6.431372549,3.470588235,5.803921569,392.72
ETS_0004,30,volcano,Large,6.314814815,3.833333333,5.259259259,406.49
ETS_0004,8,nose,Small,2.622641509,2.943396226,6.396226415,409.24
ETS_0004,10,bull,Large,5.796296296,4.740740741,4.962962963,393.06
ETS_0004,2,bay,Large,5.678571429,2.946428571,5.303571429,393.58
ETS_0004,3,lip,Small,2.775862069,1.844827586,5.862068966,490.7
ETS_0004,15,shore,Large,5.689655172,2.362068966,5.827586207,460.35
ETS_0004,40,bookcase,Large,4.836363636,2.872727273,5.763636364,434.41
ETS_0004,7,bear,Large,5.735849057,3.773584906,5.603773585,444.78
ETS_0004,18,camel,Large,5.517241379,3.517241379,4.948275862,541.33
ETS_0004,10,leaf,Small,2.178571429,2.678571429,6.428571429,373.98
ETS_0004,41,cathedral,Large,6.160714286,3.053571429,5.428571429,589.28
ETS_0004,13,video,Small,3.321428571,3.285714286,6.107142857,427.36
ETS_0004,42,submarine,Large,5.803921569,3.921568627,4.725490196,522.18
ETS_0004,35,motorway,Large,6,4.25,5.016666667,534.42
ETS_0004,23,galaxy,Large,6.727272727,2.872727273,4.6,485.23
ETS_0004,3,jet,Large,6,3.905660377,5.358490566,476.26
ETS_0004,2,fly,Small,2.551724138,3.310344828,5.551724138,433.81
ETS_0004,29,tractor,Large,5.648148148,4.796296296,5.648148148,519.72
ETS_0004,16,truck,Large,5.508474576,4.745762712,6.169491525,370.49
ETS_0004,32,parsley,Small,2.25,2.339285714,5.017857143,472.05
ETS_0004,17,whale,Large,6.614035088,3.140350877,5.543859649,484.01
ETS_0004,24,bullet,Small,2.350877193,4.543859649,5.473684211,543.89
ETS_0004,33,emerald,Small,2.526315789,1.894736842,5.228070175,448.64
ETS_0004,33,giraffe,Large,6.089285714,3,5.803571429,420.82
ETS_0004,18,glove,Small,2.85,3.016666667,6.233333333,438.52
ETS_0004,20,moose,Large,6.038461538,4.115384615,5.673076923,490.79
ETS_0004,17,peach,Small,2.403508772,1.736842105,6.052631579,388.74
ETS_0004,38,dinosaur,Large,6.418181818,4.381818182,4.854545455,448.33
ETS_0004,40,teaspoon,Small,1.830508475,2.06779661,6.033898305,527.72
ETS_0004,31,buffalo,Large,5.490566038,4.188679245,5.20754717,472.01
ETS_0004,26,monster,Large,5.413793103,4.293103448,4.103448276,406.82
ETS_0004,25,walrus,Large,5.736842105,3.666666667,5.403508772,449.73
ETS_0004,43,skyscraper,Large,6.538461538,3.769230769,5.923076923,488.5
ETS_0004,43,fingernail,Small,1.849056604,2.226415094,6.396226415,452.75
ETS_0004,36,molecule,Small,1.592592593,3.240740741,4.518518519,468.36
ETS_0004,6,tree,Large,5.818181818,3.054545455,6.381818182,544.46
ETS_0004,27,battery,Small,2.8,3.8,6.2,407.37
ETS_0004,14,apple,Small,2.385964912,2.614035088,6.50877193,457.71
ETS_0004,12,train,Large,6.338983051,4.322033898,6.118644068,456.5
ETS_0004,23,insect,Small,1.703703704,3.425925926,5.777777778,512.5
ETS_0004,24,rocket,Large,6.173076923,4,5.192307692,510.09
ETS_0004,37,sandwich,Small,3.26,3.02,6.42,469.9
ETS_0004,26,diamond,Small,2.811320755,1.58490566,5.867924528,542.09
ETS_0004,4,cow,Large,5.245283019,3.037735849,6.037735849,396
ETS_0004,45,hummingbird,Small,2.018518519,2.055555556,5.888888889,523.36
ETS_0005,13,horse,Large,5.479166667,2.395833333,5.770833333,452.4
ETS_0005,38,parasite,Small,1.75,3.571428571,4.928571429,567.92
ETS_0005,42,butterfly,Small,2.055555556,1.333333333,6.277777778,489.24
ETS_0005,19,snail,Small,2.176470588,3.098039216,5.588235294,473.24
ETS_0005,38,dinosaur,Large,6.418181818,4.381818182,4.854545455,455.21
ETS_0005,13,video,Small,3.321428571,3.285714286,6.107142857,374.84
ETS_0005,11,glass,Small,3.759259259,2.611111111,5.962962963,423.59
ETS_0005,10,bull,Large,5.796296296,4.740740741,4.962962963,412.97
ETS_0005,1,bed,Large,4.945454545,2.927272727,6.381818182,350.11
ETS_0005,17,peach,Small,2.403508772,1.736842105,6.052631579,442.74
ETS_0005,11,river,Large,5.666666667,2.685185185,6.092592593,430.21
ETS_0005,29,sausage,Small,3.392857143,4.357142857,6.107142857,547.51
ETS_0005,36,elephant,Large,6.431372549,3.470588235,5.803921569,501.48
ETS_0005,24,rocket,Large,6.173076923,4,5.192307692,447.2
ETS_0005,37,wardrobe,Large,5.016666667,2.183333333,5.616666667,516.91
ETS_0005,41,cathedral,Large,6.160714286,3.053571429,5.428571429,610.54
ETS_0005,22,needle,Small,1.912280702,2.649122807,5.947368421,466.56
ETS_0005,22,jungle,Large,6.596153846,3.519230769,4.461538462,432.11
ETS_0005,40,teaspoon,Small,1.830508475,2.06779661,6.033898305,482.06
ETS_0005,37,sandwich,Small,3.26,3.02,6.42,424.28
ETS_0005,14,ocean,Large,6.578947368,2.719298246,5.701754386,388.3
ETS_0005,34,magazine,Small,3.25862069,2.034482759,5.879310345,478.55
ETS_0005,24,bullet,Small,2.350877193,4.543859649,5.473684211,387.82
ETS_0005,35,bacteria,Small,1.660714286,3.071428571,5.178571429,572.95
ETS_0005,7,bear,Large,5.735849057,3.773584906,5.603773585,327.64
ETS_0005,30,aspirin,Small,1.945454545,3.018181818,5.818181818,623.53
ETS_0005,23,galaxy,Large,6.727272727,2.872727273,4.6,409.19
ETS_0005,41,cigarette,Small,2.345454545,3.854545455,4.981818182,547.06
ETS_0005,1,cup,Small,2.821428571,2.982142857,6.214285714,382.99
ETS_0005,31,buffalo,Large,5.490566038,4.188679245,5.20754717,457.92
ETS_0005,45,hummingbird,Small,2.018518519,2.055555556,5.888888889,534.74
ETS_0005,43,skyscraper,Large,6.538461538,3.769230769,5.923076923,466.06
ETS_0005,39,mosquito,Small,1.767857143,3.357142857,6.178571429,555.94
ETS_0005,26,diamond,Small,2.811320755,1.58490566,5.867924528,449.47
ETS_0005,25,peanut,Small,2.076923077,3.134615385,6.173076923,457.2
ETS_0005,4,pin,Small,1.892857143,3,5.607142857,540.43
ETS_0005,34,mountain,Large,6.814814815,3.648148148,5.981481481,463.8
ETS_0005,29,tractor,Large,5.648148148,4.796296296,5.648148148,455.73
ETS_0005,4,cow,Large,5.245283019,3.037735849,6.037735849,384.26
ETS_0005,27,battery,Small,2.8,3.8,6.2,483.22
ETS_0005,9,tank,Large,6.118644068,4.694915254,5.118644068,366.68
ETS_0005,15,robin,Small,2.547169811,2.528301887,5.283018868,399.23
ETS_0005,9,tape,Small,2.354166667,3.208333333,6.395833333,437.28
ETS_0005,6,neck,Small,3.381818182,2.763636364,6.163636364,394.78
ETS_0005,44,supermarket,Large,5.896551724,2.465517241,6.068965517,560.24
ETS_0005,8,nose,Small,2.622641509,2.943396226,6.396226415,422.22
ETS_0005,33,giraffe,Large,6.089285714,3,5.803571429,474.68
ETS_0005,26,monster,Large,5.413793103,4.293103448,4.103448276,412.76
ETS_0005,32,gorilla,Large,5.672727273,4.345454545,5.145454545,459.6
ETS_0005,2,bay,Large,5.678571429,2.946428571,5.303571429,513.48
ETS_0005,20,moose,Large,6.038461538,4.115384615,5.673076923,530.99
ETS_0005,7,ring,Small,2.125,1.910714286,5.857142857,430.45
ETS_0005,5,park,Large,5.614035088,2.719298246,6.456140351,388.28
ETS_0005,33,emerald,Small,2.526315789,1.894736842,5.228070175,492.86
ETS_0005,19,comet,Large,6.056603774,3.169811321,3.962264151,479.06
ETS_0005,40,bookcase,Large,4.836363636,2.872727273,5.763636364,512.9
ETS_0005,12,phone,Small,2.980392157,2.862745098,6.37254902,394.22
ETS_0005,25,walrus,Large,5.736842105,3.666666667,5.403508772,574.19
ETS_0005,10,leaf,Small,2.178571429,2.678571429,6.428571429,498.44
ETS_0005,44,handkerchief,Small,2.642857143,3.232142857,5.553571429,700.52
ETS_0005,5,rose,Small,2.811320755,1.132075472,5.981132075,508.7
ETS_0005,14,apple,Small,2.385964912,2.614035088,6.50877193,531.09
ETS_0005,39,downtown,Large,6.020833333,3.083333333,5.791666667,506.36
ETS_0005,17,whale,Large,6.614035088,3.140350877,5.543859649,496.96
ETS_0005,28,vitamin,Small,2.127272727,2.818181818,5.8,549.92
ETS_0005,6,tree,Large,5.818181818,3.054545455,6.381818182,393.28
ETS_0005,18,camel,Large,5.517241379,3.517241379,4.948275862,428.21
ETS_0005,30,volcano,Large,6.314814815,3.833333333,5.259259259,469.21
ETS_0005,3,jet,Large,6,3.905660377,5.358490566,539.57
ETS_0005,18,glove,Small,2.85,3.016666667,6.233333333,449.29
ETS_0005,12,train,Large,6.338983051,4.322033898,6.118644068,430.44
ETS_0005,2,fly,Small,2.551724138,3.310344828,5.551724138,479.35
ETS_0005,16,thumb,Small,2.534482759,3.448275862,6.396551724,719.69
ETS_0005,15,shore,Large,5.689655172,2.362068966,5.827586207,451.09
ETS_0005,3,lip,Small,2.775862069,1.844827586,5.862068966,422.52
ETS_0005,21,button,Small,2.169491525,2.644067797,6.101694915,552.04
ETS_0005,8,lake,Large,5.912280702,3.350877193,6.280701754,412.27
ETS_0005,27,stadium,Large,6.41509434,4.188679245,5.981132075,526.11
ETS_0005,21,planet,Large,6.574468085,3.021276596,5.659574468,398.44
ETS_0005,16,truck,Large,5.508474576,4.745762712,6.169491525,439.55
ETS_0005,43,fingernail,Small,1.849056604,2.226415094,6.396226415,542.19
ETS_0006,16,truck,Large,5.508474576,4.745762712,6.169491525,515.27
ETS_0006,6,neck,Small,3.381818182,2.763636364,6.163636364,480.68
ETS_0006,41,cathedral,Large,6.160714286,3.053571429,5.428571429,598.93
ETS_0006,29,sausage,Small,3.392857143,4.357142857,6.107142857,511.2
ETS_0006,22,needle,Small,1.912280702,2.649122807,5.947368421,433.9
ETS_0006,36,elephant,Large,6.431372549,3.470588235,5.803921569,451.11
ETS_0006,12,train,Large,6.338983051,4.322033898,6.118644068,457.46
ETS_0006,30,aspirin,Small,1.945454545,3.018181818,5.818181818,517.28
ETS_0006,7,ring,Small,2.125,1.910714286,5.857142857,496.01
ETS_0006,31,apricot,Small,2.406779661,2.220338983,5.101694915,555.79
ETS_0006,42,butterfly,Small,2.055555556,1.333333333,6.277777778,427.27
ETS_0006,22,jungle,Large,6.596153846,3.519230769,4.461538462,480.8
ETS_0006,13,horse,Large,5.479166667,2.395833333,5.770833333,412.42
ETS_0006,2,fly,Small,2.551724138,3.310344828,5.551724138,421.35
ETS_0006,41,cigarette,Small,2.345454545,3.854545455,4.981818182,592.78
ETS_0006,11,river,Large,5.666666667,2.685185185,6.092592593,424.58
ETS_0006,43,fingernail,Small,1.849056604,2.226415094,6.396226415,603.64
ETS_0006,26,monster,Large,5.413793103,4.293103448,4.103448276,489.18
ETS_0006,33,giraffe,Large,6.089285714,3,5.803571429,555.46
ETS_0006,9,tank,Large,6.118644068,4.694915254,5.118644068,448.36
ETS_0006,1,cup,Small,2.821428571,2.982142857,6.214285714,488.29
ETS_0006,21,button,Small,2.169491525,2.644067797,6.101694915,472.32
ETS_0006,17,peach,Small,2.403508772,1.736842105,6.052631579,522.69
ETS_0006,4,cow,Large,5.245283019,3.037735849,6.037735849,434.49
ETS_0006,23,insect,Small,1.703703704,3.425925926,5.777777778,473.1
ETS_0006,9,tape,Small,2.354166667,3.208333333,6.395833333,479
ETS_0006,43,skyscraper,Large,6.538461538,3.769230769,5.923076923,536.71
ETS_0006,18,camel,Large,5.517241379,3.517241379,4.948275862,486.03
ETS_0006,2,bay,Large,5.678571429,2.946428571,5.303571429,466.09
ETS_0006,11,glass,Small,3.759259259,2.611111111,5.962962963,468.43
ETS_0006,40,bookcase,Large,4.836363636,2.872727273,5.763636364,472.93
ETS_0006,14,apple,Small,2.385964912,2.614035088,6.50877193,407.36
ETS_0006,27,battery,Small,2.8,3.8,6.2,508.93
ETS_0006,5,rose,Small,2.811320755,1.132075472,5.981132075,551.56
ETS_0006,10,bull,Large,5.796296296,4.740740741,4.962962963,573.85
ETS_0006,6,tree,Large,5.818181818,3.054545455,6.381818182,534.47
ETS_0006,31,buffalo,Large,5.490566038,4.188679245,5.20754717,472.53
ETS_0006,4,pin,Small,1.892857143,3,5.607142857,436.97
ETS_0006,8,lake,Large,5.912280702,3.350877193,6.280701754,447.12
ETS_0006,12,phone,Small,2.980392157,2.862745098,6.37254902,518.51
ETS_0006,16,thumb,Small,2.534482759,3.448275862,6.396551724,620.76
ETS_0006,1,bed,Large,4.945454545,2.927272727,6.381818182,443.2
ETS_0006,34,magazine,Small,3.25862069,2.034482759,5.879310345,419.71
ETS_0006,25,peanut,Small,2.076923077,3.134615385,6.173076923,453.57
ETS_0006,24,rocket,Large,6.173076923,4,5.192307692,438.73
ETS_0006,35,bacteria,Small,1.660714286,3.071428571,5.178571429,413.42
ETS_0006,28,mansion,Large,6.345454545,3.109090909,5.236363636,530.93
ETS_0006,27,stadium,Large,6.41509434,4.188679245,5.981132075,422.15
ETS_0006,3,jet,Large,6,3.905660377,5.358490566,453.53
ETS_0006,19,comet,Large,6.056603774,3.169811321,3.962264151,461.32
ETS_0006,26,diamond,Small,2.811320755,1.58490566,5.867924528,517.38
ETS_0006,29,tractor,Large,5.648148148,4.796296296,5.648148148,585.51
ETS_0006,19,snail,Small,2.176470588,3.098039216,5.588235294,476.24
ETS_0006,30,volcano,Large,6.314814815,3.833333333,5.259259259,463.49
ETS_0006,10,leaf,Small,2.178571429,2.678571429,6.428571429,514.18
ETS_0006,38,dinosaur,Large,6.418181818,4.381818182,4.854545455,535.09
ETS_0006,25,walrus,Large,5.736842105,3.666666667,5.403508772,612.91
ETS_0006,5,park,Large,5.614035088,2.719298246,6.456140351,483.07
ETS_0006,36,molecule,Small,1.592592593,3.240740741,4.518518519,551.35
ETS_0006,34,mountain,Large,6.814814815,3.648148148,5.981481481,519.32
ETS_0006,45,hippopotamus,Large,6.111111111,3.018518519,5.37037037,554.67
ETS_0006,7,bear,Large,5.735849057,3.773584906,5.603773585,478.9
ETS_0006,17,whale,Large,6.614035088,3.140350877,5.543859649,541.39
ETS_0006,15,robin,Small,2.547169811,2.528301887,5.283018868,524.78
ETS_0006,14,ocean,Large,6.578947368,2.719298246,5.701754386,411.06
ETS_0006,39,downtown,Large,6.020833333,3.083333333,5.791666667,499.82
ETS_0006,38,parasite,Small,1.75,3.571428571,4.928571429,525.35
ETS_0006,13,video,Small,3.321428571,3.285714286,6.107142857,494.67
ETS_0006,21,planet,Large,6.574468085,3.021276596,5.659574468,516.25
ETS_0006,37,wardrobe,Large,5.016666667,2.183333333,5.616666667,449.49
ETS_0006,37,sandwich,Small,3.26,3.02,6.42,447.21
ETS_0006,32,gorilla,Large,5.672727273,4.345454545,5.145454545,463.54
ETS_0006,15,shore,Large,5.689655172,2.362068966,5.827586207,470.76
ETS_0006,3,lip,Small,2.775862069,1.844827586,5.862068966,584.3
ETS_0006,28,vitamin,Small,2.127272727,2.818181818,5.8,477
ETS_0006,42,submarine,Large,5.803921569,3.921568627,4.725490196,549.25
ETS_0006,18,glove,Small,2.85,3.016666667,6.233333333,482.33
ETS_0006,39,mosquito,Small,1.767857143,3.357142857,6.178571429,573.45
ETS_0006,24,bullet,Small,2.350877193,4.543859649,5.473684211,452.15
ETS_0006,45,hummingbird,Small,2.018518519,2.055555556,5.888888889,570.06
ETS_0008,29,tractor,Large,5.648148148,4.796296296,5.648148148,644.01
ETS_0008,19,snail,Small,2.176470588,3.098039216,5.588235294,520.44
ETS_0008,42,butterfly,Small,2.055555556,1.333333333,6.277777778,581.57
ETS_0008,16,truck,Large,5.508474576,4.745762712,6.169491525,480.41
ETS_0008,2,fly,Small,2.551724138,3.310344828,5.551724138,511.66
ETS_0008,24,bullet,Small,2.350877193,4.543859649,5.473684211,641.24
ETS_0008,43,fingernail,Small,1.849056604,2.226415094,6.396226415,498.92
ETS_0008,25,peanut,Small,2.076923077,3.134615385,6.173076923,501.94
ETS_0008,37,wardrobe,Large,5.016666667,2.183333333,5.616666667,518.54
ETS_0008,26,diamond,Small,2.811320755,1.58490566,5.867924528,494.72
ETS_0008,7,bear,Large,5.735849057,3.773584906,5.603773585,534.3
ETS_0008,15,shore,Large,5.689655172,2.362068966,5.827586207,697.74
ETS_0008,21,button,Small,2.169491525,2.644067797,6.101694915,458.68
ETS_0008,4,cow,Large,5.245283019,3.037735849,6.037735849,477.35
ETS_0008,3,lip,Small,2.775862069,1.844827586,5.862068966,543.94
ETS_0008,22,jungle,Large,6.596153846,3.519230769,4.461538462,491.41
ETS_0008,33,giraffe,Large,6.089285714,3,5.803571429,552.48
ETS_0008,24,rocket,Large,6.173076923,4,5.192307692,521.06
ETS_0008,23,galaxy,Large,6.727272727,2.872727273,4.6,534.88
ETS_0008,8,lake,Large,5.912280702,3.350877193,6.280701754,583.56
ETS_0008,17,whale,Large,6.614035088,3.140350877,5.543859649,531.18
ETS_0008,25,walrus,Large,5.736842105,3.666666667,5.403508772,643.29
ETS_0008,36,molecule,Small,1.592592593,3.240740741,4.518518519,695.39
